label,score,housenumber,id,name,postcode,citycode,x,y,city,context,type,importance,street,lon,lat,full_adress,banId,oldcitycode,oldcity,_type
15 Rue des Frênes 74600 Annecy,0.730959090909091,15,74010_3281_00015,15 Rue des Frênes,74600,74010,940082.99,6536827.55,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72805,Rue des Frênes,6.096665,45.888748,15 RUE DES FRENES 74010 ANNECY,870728ca-0f99-4dd9-ad3b-29883e99e9d4,74268,Seynod,
18 Avenue des Hirondelles 74000 Annecy,0.7941511888111887,18,74010_1200_00018,18 Avenue des Hirondelles,74000,74010,941429.07,6538738.61,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Avenue des Hirondelles,6.114981,45.905467,18 AVENUE DES HIRONDELLES 74010 ANNECY,ed50ce78-5764-4f1e-81b9-838919f674a2,74010,Annecy,
32 Rue des Mouettes 74940 Annecy,0.7822291735537189,32,74010_2709_00032,32 Rue des Mouettes,74940,74010,944097.37,6539349.3,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69543,Rue des Mouettes,6.149686,45.910009,32 RUE DES MOUETTES 74010 ANNECY,3e1efa99-1b99-474c-b0cb-9f98b1d72b73,74011,Annecy-le-Vieux,
31 Rue des Mouettes 74940 Annecy,0.7822291735537189,31,74010_2709_00031,31 Rue des Mouettes,74940,74010,944006.88,6539348.02,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69543,Rue des Mouettes,6.148519,45.91003,31 RUE DES MOUETTES 74010 ANNECY,c49c3d24-c604-49e2-aaab-8aec63d63333,74011,Annecy-le-Vieux,
4 Allée des Platanes 74940 Annecy,0.7786596791443849,4,74010_2728_00004,4 Allée des Platanes,74940,74010,943887.77,6538879.82,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.62408,Allée des Platanes,6.146743,45.90586,4 ALLEE DES PLATANES 74010 ANNECY,a89a802b-ca87-4205-bd1d-b9f727930364,74011,Annecy-le-Vieux,
5 Parc des Raisses 74940 Annecy,0.7757945454545454,5,74010_2750_00005,5 Parc des Raisses,74940,74010,944273.87,6539514.49,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Parc des Raisses,6.152046,45.911432,5 PARC DES RAISSES 74010 ANNECY,ecd47280-f589-417c-892b-06f3e9ba36b7,74011,Annecy-le-Vieux,address
2 Allée des Saules 74000 Annecy,0.7733445454545453,2,74010_2268_00002,2 Allée des Saules,74000,74010,941385.07,6538087.94,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63179,Allée des Saules,6.114083,45.899628,2 ALLEE DES SAULES 74010 ANNECY,8595dca5-d55b-4029-9894-aad761ec8083,74010,Annecy,
5 Rue des Tilleuls 74000 Annecy,0.7768081818181817,5,74010_2385_00005,5 Rue des Tilleuls,74000,74010,943000.53,6539241.94,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue des Tilleuls,6.135493,45.909436,5 RUE DES TILLEULS 74010 ANNECY,d6b17282-7bea-4e11-9ac9-468f9b092876,74010,Annecy,
25 Rue du Bel Air 74000 Annecy,0.7766599706744869,25,74010_0300_00025,25 Rue du Bel Air,74000,74010,942034.31,6539758.2,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70455,Rue du Bel Air,6.123302,45.914426,25 RUE DU BEL AIR 74010 ANNECY,a071497d-72fe-4e96-bfdb-5a916abe14ff,74010,Annecy,
4 Place du Château 74000 Annecy,0.7726436363636363,4,74010_0530_00004,4 Place du Château,74000,74010,942241.89,6537852.3,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.62408,Place du Château,6.125005,45.897203,4 PLACE DU CHATEAU 74010 ANNECY,3e85ebe8-2e6e-426d-b1f2-d8aa7a97ec08,74010,Annecy,
5 Allée du Coteau 74600 Annecy,0.7206781818181818,5,74010_9n4ic5_00005,5 Allée du Coteau,74600,74010,942394.84,6541172.04,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.61496,Allée du Coteau,6.128672,45.927019,5 ALLEE DU COTEAU 74010 ANNECY,0d137e22-b1c6-405b-b72b-4f6c62727f86,74011,Annecy-le-Vieux,
1bis Avenue du Coteau 74000 Annecy,0.6868611764705882,1bis,74010_0650_00001_bis,1bis Avenue du Coteau,74000,74010,942533.43,6539247.52,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.67312,Avenue du Coteau,6.129475,45.909653,1 B AVENUE DU COTEAU 74010 ANNECY,23d88f54-5275-4297-ba3a-92a82215aff7,74010,Annecy,
15 Boulevard du Fier 74000 Annecy,0.7887305882352941,15,74010_0880_00015,15 Boulevard du Fier,74000,74010,941367.49,6539846.65,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73486,Boulevard du Fier,6.114751,45.915459,15 BOULEVARD DU FIER 74010 ANNECY,58684686-8095-4d52-9176-1b5606a54e38,74010,Annecy,
13 Rue du Levant 74960 Annecy,0.7215522287390029,13,74010_2901_00013,13 Rue du Levant,74960,74010,941204.55,6538734.31,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.67901,Rue du Levant,6.112085,45.905508,13 RUE DU LEVANT 74010 ANNECY,491243c8-35de-4aaf-bcfd-ebf45ea2c9b1,74093,Cran-Gevrier,
18bis boulevard du Lycée 74000 Annecy,0.6822000737100737,18bis,74010_1510_00018_bis,18bis boulevard du Lycée,74000,74010,942593.68,6538845.25,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69339,boulevard du Lycée,6.130046,45.906012,18 B BOULEVARD DU LYCEE 74010 ANNECY,e2593e8f-2421-4a13-8d14-6a3a1562088e,74010,Annecy,
1 Rue du Manoir 74960 Annecy,0.7125872727272727,1,74010_2908_00001,1 Rue du Manoir,74960,74010,940834.59,6538218.61,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63846,Rue du Manoir,6.107055,45.900999,1 RUE DU MANOIR 74010 ANNECY,8cfae420-6e7f-48b5-bf23-e6594e17c67a,74093,Cran-Gevrier,
14 Rue du Mont-Blanc 74000 Annecy,0.7888924064171121,14,74010_1660_00014,14 Rue du Mont-Blanc,74000,74010,942891.19,6539631.47,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73664,Rue du Mont-Blanc,6.134283,45.91298,14 RUE DU MONT BLANC 74010 ANNECY,0aa2910a-c595-407c-a1c5-78ee673e3966,74010,Annecy,
45bis Avenue du Parc des Sports 74000 Annecy,0.7171064462809916,45bis,74010_1822_00045_bis,45bis Avenue du Parc des Sports,74000,74010,941800.18,6539841.07,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72908,Avenue du Parc des Sports,6.120326,45.915255,45 B AVENUE DU PARC DES SPORTS 74010 ANNECY,55baf738-1939-4df6-a96a-a240f98755f6,74010,Annecy,
49 Avenue du Parmelan 74000 Annecy,0.7892944155844155,49,74010_1830_00049,49 Avenue du Parmelan,74000,74010,942989.2,6539031.33,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71081,Avenue du Parmelan,6.135239,45.907545,49 AVENUE DU PARMELAN 74010 ANNECY,c0dc2671-b0e0-4af9-ad00-7b788f224d68,74010,Annecy,
4 Passage Gruffaz 74000 Annecy,0.7661936070381232,4,74010_1160_00004,4 Passage Gruffaz,74000,74010,942228.11,6538274.75,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.58942,Passage Gruffaz,6.125043,45.901009,4 PASSAGE GRUFFAZ 74010 ANNECY,90ebc367-f8c6-4bfa-8a18-26f706fe36dc,74010,Annecy,
16 Rue Guillaume Fichet 74000 Annecy,0.7903151842751842,16,74010_1170_00016,16 Rue Guillaume Fichet,74000,74010,942462.33,6538731.8,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66644,Rue Guillaume Fichet,6.128295,45.905038,16 RUE GUILLAUME FICHET 74010 ANNECY,486b3083-5d67-4113-980c-494c9fee85c8,74010,Annecy,
14 Rue Henri Verjus 74600 Annecy,0.7371967914438503,14,74010_3481_00014,14 Rue Henri Verjus,74600,74010,940385.45,6535973.67,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.6974,Rue Henri Verjus,6.10013,45.880958,14 RUE HENRI VERJUS 74010 ANNECY,9edba47a-36fe-4535-9e4f-636387334a19,74268,Seynod,
8 Rue Henry Bordeaux 74000 Annecy,0.7853251336898395,8,74010_1190_00008,8 Rue Henry Bordeaux,74000,74010,942902.47,6539259.49,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.6974,Rue Henry Bordeaux,6.134238,45.909629,8 RUE HENRY BORDEAUX 74010 ANNECY,5241c980-1f34-4409-8bdb-a6554fcb47ff,74010,Annecy,
9bis Rue Henry Bordeaux 74000 Annecy,0.6997636363636364,9bis,74010_1190_00009_bis,9bis Rue Henry Bordeaux,74000,74010,942834.09,6539211.55,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.6974,Rue Henry Bordeaux,6.133332,45.909222,9 B RUE HENRY BORDEAUX 74010 ANNECY,e2293639-0f9d-4206-9e6a-6193efd4f35b,74010,Annecy,
7 Allée Jean Monnet 74940 Annecy,0.7784982644628099,7,74010_2788_00007,7 Allée Jean Monnet,74940,74010,943673.79,6539882.65,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65439,Allée Jean Monnet,6.1445,45.91496,7 ALLEE JEAN MONNET 74010 ANNECY,d23fe3fa-890d-4753-bbf6-57dd893aa853,74011,Annecy-le-Vieux,
5 Rue Joseph Blanc 74000 Annecy,0.773950909090909,5,74010_1350_00005,5 Rue Joseph Blanc,74000,74010,942423.89,6538160.81,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63846,Rue Joseph Blanc,6.127508,45.899914,5 RUE JOSEPH BLANC 74010 ANNECY,83ff715b-163b-4aef-8ce1-bcc3c4eb1005,74010,Annecy,
2 Rue Joseph Blanc 74000 Annecy,0.773950909090909,2,74010_1350_00002,2 Rue Joseph Blanc,74000,74010,942402.38,6538172.96,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63846,Rue Joseph Blanc,6.127237,45.900031,2 RUE JOSEPH BLANC 74010 ANNECY,8ee3334e-dbb3-47fc-b381-2399cb23e234,74010,Annecy,
8 Rue Joseph Dessaix 74000 Annecy,0.7845651336898395,8,74010_1360_00008,8 Rue Joseph Dessaix,74000,74010,942136.45,6538873.15,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68904,Rue Joseph Dessaix,6.124167,45.906426,8 RUE JOSEPH DESSAIX 74010 ANNECY,c36f3d58-ca26-4d3a-9de4-4fee35f4abfb,74010,Annecy,
30 Rue Léandre Vaillat 74000 Annecy,0.7908436363636362,30,74010_1430_00030,30 Rue Léandre Vaillat,74000,74010,942515.27,6540556.33,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Léandre Vaillat,6.12991,45.921436,30 RUE LEANDRE VAILLAT 74010 ANNECY,5d2c69d1-0a0d-4880-a3c6-3a5a50a42239,74010,Annecy,
26 Rue Léandre Vaillat 74000 Annecy,0.7908436363636362,26,74010_1430_00026,26 Rue Léandre Vaillat,74000,74010,942486.15,6540537.62,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Léandre Vaillat,6.129525,45.921278,26 RUE LEANDRE VAILLAT 74010 ANNECY,115e9f30-f214-4864-bdb8-74d521ef77ca,74010,Annecy,
20 Rue Léandre Vaillat 74000 Annecy,0.7908436363636362,20,74010_1430_00020,20 Rue Léandre Vaillat,74000,74010,942446.05,6540504.46,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Léandre Vaillat,6.128991,45.920994,20 RUE LEANDRE VAILLAT 74010 ANNECY,3cac9508-9a7d-4811-98bd-86cb3e5461f9,74010,Annecy,
11 Rue Léandre Vaillat 74000 Annecy,0.7908436363636362,11,74010_1430_00011,11 Rue Léandre Vaillat,74000,74010,942245.49,6540494.07,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Léandre Vaillat,6.1264,45.920972,11 RUE LEANDRE VAILLAT 74010 ANNECY,7715fd6b-23d5-4b53-8821-f1c2ecf10642,74010,Annecy,
10 Rue Léandre Vaillat 74000 Annecy,0.7908436363636362,10,74010_1430_00010,10 Rue Léandre Vaillat,74000,74010,942317.43,6540448.13,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Léandre Vaillat,6.127304,45.920533,10 RUE LEANDRE VAILLAT 74010 ANNECY,b60a023c-871a-4035-b163-37965fd45eab,74010,Annecy,
29 Rue Louis Chaumontel 74000 Annecy,0.7933006388206387,29,74010_1470_00029,29 Rue Louis Chaumontel,74000,74010,941682.85,6538530.58,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Louis Chaumontel,6.118146,45.903505,29 RUE LOUIS CHAUMONTEL 74010 ANNECY,c877462a-c41f-43b9-9780-e5ce4331542d,74010,Annecy,
22 Rue Louis Chaumontel 74000 Annecy,0.7933006388206387,22,74010_1470_00022,22 Rue Louis Chaumontel,74000,74010,941655.33,6538541.6,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69928,Rue Louis Chaumontel,6.117797,45.903614,22 RUE LOUIS CHAUMONTEL 74010 ANNECY,5b6f070d-5c62-4199-97cf-a4550717b68b,74010,Annecy,
3 Impasse Marc Le Roux 74000 Annecy,0.720826117936118,3,74010_1558_00003,3 Impasse Marc Le Roux,74000,74010,942421.14,6539984.24,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63179,Impasse Marc Le Roux,6.128404,45.916322,3 IMPASSE MARC LEROUX 74010 ANNECY,56a1e527-76db-4369-b18c-5b8a5985cf8f,74010,Annecy,address
10 Rue Montaigne 74000 Annecy,0.7676681818181817,10,74010_1700_00010,10 Rue Montaigne,74000,74010,943393.32,6538910.7,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64435,Rue Montaigne,6.140386,45.906315,10 RUE MONTAIGNE 74010 ANNECY,876e152d-2424-41d5-9463-728deebc2916,74010,Annecy,
3 Rue Montaigne 74000 Annecy,0.7639064263322883,3,74010_1700_00003,3 Rue Montaigne,74000,74010,943389.76,6538883.21,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64435,Rue Montaigne,6.140326,45.906069,3 RUE MONTAIGNE 74010 ANNECY,444d7cec-0d00-4d32-af1a-2dc3be1d0222,74010,Annecy,
6 Rue Moussy 74960 Annecy,0.6966127272727273,6,74010_2913_00006,6 Rue Moussy,74960,74010,940283.92,6538688.85,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66274,Rue Moussy,6.100196,45.905425,6 RUE MOUSSY 74010 ANNECY,1339b5ba-e6ab-47fd-a736-ace3fc2b837f,74093,Cran-Gevrier,
23 Rue Notre-Dame 74000 Annecy,0.7735090615835777,23,74010_1760_00023,23 Rue Notre-Dame,74000,74010,942320.09,6538162.36,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue Notre-Dame,6.126171,45.899965,23 RUE NOTRE DAME 74010 ANNECY,2cff7953-662d-49e0-b49c-372a05f60374,74010,Annecy,
30 Avenue Pierre Mendès France 74960 Annecy,0.7715199999999999,30,74010_2930_00030,30 Avenue Pierre Mendès France,74960,74010,940877.47,6538702.08,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68672,Avenue Pierre Mendès France,6.107853,45.905334,30 AVENUE PIERRE MENDES FRANCE 74010 ANNECY,73f7e0f9-c2b3-4f76-9266-f829c25bae53,74093,Cran-Gevrier,
28 Avenue Pierre Mendès France 74960 Annecy,0.7715199999999999,28,74010_2930_00028,28 Avenue Pierre Mendès France,74960,74010,940891.56,6538718.53,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68672,Avenue Pierre Mendès France,6.108043,45.905477,28 AVENUE PIERRE MENDES FRANCE 74010 ANNECY,1d60df97-7ce4-4fc2-a15e-f0017f11e4e9,74093,Cran-Gevrier,
1 Rue Prépoulain 74960 Annecy,0.7165585923753666,1,74010_2936_00001,1 Rue Prépoulain,74960,74010,940227.79,6538604.62,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.62408,Rue Prépoulain,6.09943,45.904687,1 RUE PREPOULAIN 74010 ANNECY,9cf86393-db5d-4db1-9797-97f00b03bb91,74093,Cran-Gevrier,
8 Boulevard Saint-Bernard de Menthon 74000 Annecy,0.8122172727272727,8,74010_2150_00008,8 Boulevard Saint-Bernard de Menthon,74000,74010,942937.46,6538671.52,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65439,Boulevard Saint-Bernard de Menthon,6.134388,45.904326,8 BOULEVARD SAINT BERNARD DE MENTHON 74010 ANNECY,26f9c087-d395-4c9f-8da1-9eda5e86abc9,74010,Annecy,
18 Rue Sainte-Claire 74000 Annecy,0.7862687700534758,18,74010_2240_00018,18 Rue Sainte-Claire,74000,74010,942196.01,6537991.96,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70778,Rue Sainte-Claire,6.124485,45.898476,18 RUE SAINTE CLAIRE 74010 ANNECY,4ed5c090-cb4f-454a-af79-bc6f30e411ac,74010,Annecy,
6 Rue Adolphe Magnin 74100 Annemasse,0.7303038961038961,6,74012_0020_00006,6 Rue Adolphe Magnin,74100,74012,949622.41,6571362.7,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.5762,Rue Adolphe Magnin,6.237828,46.196039,6 RUE ADOLPHE MAGNIN 74012 ANNEMASSE,6f3e2f8e-fcd7-4530-a1ed-5e1a1582c547,,,
122 Rue d’Arve 74100 Annemasse,0.706279184952978,122,74012_0129_00122,122 Rue d’Arve,74100,74012,948287.11,6570414.69,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63114,Rue d’Arve,6.220026,46.188001,122 RUE D ARVE 74012 ANNEMASSE,a16b1272-d6f7-411c-891c-df161723cb01,,,address
8 Rue d’Étrembières 74100 Annemasse,0.7261786096256684,8,74012_0470_00008,8 Rue d’Étrembières,74100,74012,949308.66,6570767.44,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.5762,Rue d’Étrembières,6.233447,46.190799,8 RUE D ETREMBIERES 74012 ANNEMASSE,d2953c07-98ac-4d97-8c93-f78e565747a7,,,
6 Rue de Malbrande 74100 Annemasse,0.721803305785124,6,74012_0780_00006,6 Rue de Malbrande,74100,74012,950003.04,6570987.87,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.5762,Rue de Malbrande,6.24256,46.192526,6 RUE DE MALBRANDE 74012 ANNEMASSE,d12c76fb-ac52-4375-90f7-a1bbd920af86,,,address
15 Rue des Alpes 74100 Annemasse,0.7140495014662757,15,74012_0070_00015,15 Rue des Alpes,74100,74012,949528.77,6571462.78,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.59648,Rue des Alpes,6.236668,46.196974,15 RUE DES ALPES 74012 ANNEMASSE,bf6db4f6-3d9b-423b-947e-868ca33268e8,,,
6 Allée des Champs Jacquis 74100 Annemasse,0.7495224390243902,6,74012_0232_00006,6 Allée des Champs Jacquis,74100,74012,950542.85,6570983.07,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.56182,Allée des Champs Jacquis,6.249551,46.192283,6 ALLEE DES CHAMPS JACQUIS 74012 ANNEMASSE,af76bdf3-14c2-4134-8b78-e22820571ffa,,,
10 Impasse des Corallines 74100 Annemasse,0.74723,10,74012_0297_00010,10 Impasse des Corallines,74100,74012,950913.57,6571747.13,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.56953,Impasse des Corallines,6.254762,46.19902,10 IMPASSE DES CORALLINES 74012 ANNEMASSE,258bda8d-d042-4b29-8d01-4eff9f609ad8,,,
13 Rue des Échelles 74100 Annemasse,0.7331404278074866,13,74012_0420_00013,13 Rue des Échelles,74100,74012,950477.55,6571140.65,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65278,Rue des Échelles,6.248789,46.193725,13 RUE DES ECHELLES 74012 ANNEMASSE,d6833bd6-c017-4314-8c37-d9be486943ed,,,
42b Rue des Tournelles 74100 Annemasse,0.686746993006993,42b,74012_1190_00042_b,42b Rue des Tournelles,74100,74012,950040.58,6571507.24,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63114,Rue des Tournelles,6.243323,46.197185,42 B RUE DES TOURNELLES 74012 ANNEMASSE,7808134b-0d1a-48f3-bc15-af447fa88c52,,,
46b Rue du Brouaz 74100 Annemasse,0.6599942780748663,46b,74012_0200_00046_b,46b Rue du Brouaz,74100,74012,949008.59,6570179.76,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64229,Rue du Brouaz,6.229248,46.185622,46 B RUE DU BROUAZ 74012 ANNEMASSE,f01e2773-1894-4e07-87f9-81542730b2d6,,,
11 Rue du Buet 74100 Annemasse,0.7012846394984327,11,74012_0205_00011,11 Rue du Buet,74100,74012,950184.62,6570346.58,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.5762,Rue du Buet,6.244571,46.186689,11 RUE DU BUET 74012 ANNEMASSE,24095492-b57b-4898-8f63-517aac5c6d2c,,,
5 Rue du Buet 74100 Annemasse,0.695238961038961,5,74012_0205_00005,5 Rue du Buet,74100,74012,950137.53,6570350.43,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.5762,Rue du Buet,6.243963,46.186741,5 RUE DU BUET 74012 ANNEMASSE,c601bde2-12d5-48ea-9686-6fda4f48297c,,,
10 Rue Jean Mermoz 74100 Annemasse,0.7249542148760331,10,74012_0690_00010,10 Rue Jean Mermoz,74100,74012,950750.16,6571455.42,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.61086,Rue Jean Mermoz,6.252489,46.196456,10 RUE JEAN MERMOZ 74012 ANNEMASSE,c7b4b5ba-0e93-42f8-9df7-63f2db7b1c6e,,,
35 Avenue Jules Ferry 74100 Annemasse,0.7409090909090909,35,74012_0710_00035,35 Avenue Jules Ferry,74100,74012,949713.55,6571351.77,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65,Avenue Jules Ferry,6.239003,46.195907,35 AVENUE JULES FERRY 74012 ANNEMASSE,199fc24d-b384-47f7-b202-91ce3c44c0d4,,,
21 Rue Jules Verne 74100 Annemasse,0.7243478512396694,21,74012_0715_00021,21 Rue Jules Verne,74100,74012,951180.81,6571016.82,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.60419,Rue Jules Verne,6.257834,46.19235,21 RUE JULES VERNE 74012 ANNEMASSE,1d70c9c1-9174-4c6b-b345-9448101def96,,,
5 Rue Paul Bert 74100 Annemasse,0.7074627272727273,5,74012_0970_00005,5 Rue Paul Bert,74100,74012,949565.39,6571083.72,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.58209,Rue Paul Bert,6.236941,46.19355,5 RUE PAUL BERT 74012 ANNEMASSE,d36f5396-8143-439b-b174-521e1fcd82b0,,,
5 Rue René Naudin 74100 Annemasse,0.7189981818181819,5,74012_1055_00005,5 Rue René Naudin,74100,74012,950409.39,6571110.73,Annemasse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.59648,Rue René Naudin,6.24789,46.193481,5 RUE RENE NAUDIN 74012 ANNEMASSE,76493512-2116-4fa3-b5ab-856931eea47b,,,
33 Cite de Bernaudin 07100 Annonay,0.7467918181818182,33,07010_cg116q_00033,33 Cite de Bernaudin,07100,07010,831034.71,6460402.4,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.62096,Cite de Bernaudin,4.669884,45.230483,33 CITE DE BERNAUDIN 7010 ANNONAY,6273f513-a33c-401e-8d07-75d49f1f1de2,,,
8 Place de la Liberté 07100 Annonay,0.7451239669421488,8,07010_1260_00008,8 Place de la Liberté,07100,07010,831093.15,6461453.82,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.56,Place de la Liberté,4.670912,45.239937,8 PLACE DE LA LIBERTE 7010 ANNONAY,1f1167b4-02d6-4be9-a748-092eab524688,,,
16bis Rue de la Valette 07100 Annonay,0.6249346524064171,16bis,07010_2270_00016_bis,16bis Rue de la Valette,07100,07010,831049.59,6461705.94,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.52134,Rue de la Valette,4.670425,45.242215,16 B RUE DE LA VALETTE 7010 ANNONAY,895e4666-b64f-47c6-8d4b-268e7d56c920,,,
2 Rue des Fossés du Champ 07100 Annonay,0.7594694348894349,2,07010_0980_00002,2 Rue des Fossés du Champ,07100,07010,830852.59,6461451.17,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.57038,Rue des Fossés du Champ,4.667846,45.239959,2 RUE DES FOSSES DU CHAMP 7010 ANNONAY,5c9ec254-314c-4d1e-afdd-086a1f548802,,,
5 Rue Sadi Carnot 07100 Annonay,0.7327796238244514,5,07010_2030_00005,5 Rue Sadi Carnot,07100,07010,831191.02,6461653.5,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.6123,Rue Sadi Carnot,4.672213,45.241716,5 RUE SADI CARNOT 7010 ANNONAY,1fbe15fb-9d49-4fe1-a0c2-b363c3fea933,,,
3 Rue Sadi Carnot 07100 Annonay,0.7327796238244514,3,07010_2030_00003,3 Rue Sadi Carnot,07100,07010,831197.0,6461634.41,Annonay,"07, Ardèche, Auvergne-Rhône-Alpes",housenumber,0.6123,Rue Sadi Carnot,4.672284,45.241543,3 RUE SADI CARNOT 7010 ANNONAY,7787511e-9f89-42e2-acd1-cac7a0801517,,,address
2 Rue de Carvin 59112 Annœullin,0.6252572727272727,2,59011_0050_00002,2 Rue de Carvin,59112,59011,695404.97,7047129.13,Annœullin,"59, Nord, Hauts-de-France",housenumber,0.62783,Rue de Carvin,2.935306,50.521429,2 RUE DE CARVIN 59011 ANN×ULLIN,1fe86f68-a705-474d-a56a-22f25949c400,,,
442 Boulevard Léon Blum 59112 Annœullin,0.6693845454545455,442,59011_0290_00442,442 Boulevard Léon Blum,59112,59011,695143.74,7048540.84,Annœullin,"59, Nord, Hauts-de-France",housenumber,0.61323,Boulevard Léon Blum,2.931611,50.534098,442 BOULEVARD LEON BLUM 59011 ANN×ULLIN,95973ae3-4455-4259-97eb-53a6bcc9f1be,,,
65 Rue Marcel Pagnol 88650 Anould,0.7082690909090908,65,88009_0263_00065,65 Rue Marcel Pagnol,88650,88009,993768.79,6795818.83,Anould,"88, Vosges, Grand Est",housenumber,0.47846,Rue Marcel Pagnol,6.955311,48.196492,65 RUE MARCEL PAGNOL 88009 ANOULD,fa907846-7075-4214-8248-1e59303a052c,,,address
