label,score,housenumber,id,name,postcode,citycode,x,y,city,context,type,importance,street,lon,lat,full_adress,banId,oldcitycode,oldcity,_type
10 Place Henri Farman 16000 Angoulême,0.7444476923076923,10,16015_1995_00010,10 Place Henri Farman,16000,16015,476170.96,6509602.91,Angoulême,"16, Charente, Nouvelle-Aquitaine",housenumber,0.57354,Place Henri Farman,0.125568,45.649301,10 PLACE HENRI FARMAN 16015 ANGOULEME,,,,
3 Impasse Jacky Humblot 16000 Angoulême,0.7467360753880266,3,16015_2065_00003,3 Impasse Jacky Humblot,16000,16015,480059.96,6509681.09,Angoulême,"16, Charente, Nouvelle-Aquitaine",housenumber,0.53117,Impasse Jacky Humblot,0.175432,45.651268,3 IMPASSE JACKY HUMBLOT 16015 ANGOULEME,,,,
7 Avenue Bouvard 74000 Annecy,0.771730909090909,7,74010_0360_00007,7 Avenue Bouvard,74000,74010,941958.02,6538464.88,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68904,Avenue Bouvard,6.121659,45.902816,7 AVENUE BOUVARD 74010 ANNECY,3618eb48-75d7-455b-b0c3-bb4c38f870f3,74010,Annecy,
60 Rue Centrale 74940 Annecy,0.7711200626959247,60,74010_2608_00060,60 Rue Centrale,74940,74010,944414.14,6538988.19,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.7237,Rue Centrale,6.153583,45.906646,60 RUE CENTRALE 74010 ANNECY,17991ab6-6f28-4cc1-90e0-8c31e575d90b,74011,Annecy-le-Vieux,
11 Rue Claudius Chappaz 74960 Annecy,0.7488806698564593,11,74010_2862_00011,11 Rue Claudius Chappaz,74960,74010,940961.92,6539077.27,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Rue Claudius Chappaz,6.109132,45.90868,11 RUE CLAUDIUS CHAPPAZ 74010 ANNECY,3519639b-d019-4ccb-bf64-53d63f6c9ecb,74093,Cran-Gevrier,
250 Avenue d'Aix-les-Bains 74600 Annecy,0.7675415299334811,250,74010_3204_00250,250 Avenue d'Aix-les-Bains,74600,74010,939550.3,6535691.09,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.76003,Avenue d'Aix-les-Bains,6.089228,45.87871,250 AVENUE D AIX LES BAINS 74010 ANNECY,81d9289f-a2cb-4331-a4c8-7402476f6b3d,74268,Seynod,
9 Avenue d'Albigny 74000 Annecy,0.7785490909090907,9,74010_0075_00009,9 Avenue d'Albigny,74000,74010,943074.34,6538610.61,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68904,Avenue d'Albigny,6.136121,45.903729,9 AVENUE D ALBIGNY 74010 ANNECY,012f4e56-3f9e-48bf-8d7e-b401a11ffb63,74010,Annecy,
6 Avenue d'Aléry 74000 Annecy,0.7728272727272727,6,74010_0080_00006,6 Avenue d'Aléry,74000,74010,941824.15,6538167.19,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.7011,Avenue d'Aléry,6.119782,45.900185,6 AVENUE D ALERY 74010 ANNECY,44a420b2-3412-4f72-8898-1442feadef72,74010,Annecy,
36 Avenue de Chambéry 74000 Annecy,0.7903616883116882,36,74010_0470_00036,36 Avenue de Chambéry,74000,74010,941536.37,6537936.88,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72255,Avenue de Chambéry,6.115956,45.898215,36 AVENUE DE CHAMBERY 74010 ANNECY,b02c7aeb-507e-4fd8-8e92-7d9fec3de2c3,74010,Annecy,
1 Avenue de Chambéry 74000 Annecy,0.7876114973262031,1,74010_0470_00001,1 Avenue de Chambéry,74000,74010,941959.59,6538091.63,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72255,Avenue de Chambéry,6.121489,45.899457,1 AVENUE DE CHAMBERY 74010 ANNECY,ce37d72b-ae94-4b9a-b4c5-ea63e4b2fc4f,74010,Annecy,
44 Avenue de Champ Fleuri 74600 Annecy,0.7603336363636363,44,74010_3239_00044,44 Avenue de Champ Fleuri,74600,74010,940396.93,6536639.72,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71367,Avenue de Champ Fleuri,6.100615,45.886947,44 AVENUE DE CHAMP FLEURI 74010 ANNECY,5d90948a-ad62-4bbc-9c30-a77b2554be63,74268,Seynod,address
19 Avenue de Champ Fleuri 74600 Annecy,0.7603336363636363,19,74010_3239_00019,19 Avenue de Champ Fleuri,74600,74010,940461.06,6537051.88,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71367,Avenue de Champ Fleuri,6.10165,45.890633,19 AVENUE DE CHAMP FLEURI 74010 ANNECY,9ed04a64-7ed7-4745-99bb-1d5a1eb600b6,74268,Seynod,
3bis Avenue de Chevêne 74000 Annecy,0.6377813022113022,3bis,74010_0560_00003_bis,3bis Avenue de Chevêne,74000,74010,941810.89,6538251.35,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69127,Avenue de Chevêne,6.119654,45.900947,3 B AVENUE DE CHEVENES 74010 ANNECY,1990e944-9479-4479-9b62-5637c510a11c,74010,Annecy,
30 Boulevard Costa de Beauregard 74600 Annecy,0.7371890909090908,30,74010_3479_00030,30 Boulevard Costa de Beauregard,74600,74010,940212.61,6535862.42,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72908,Boulevard Costa de Beauregard,6.097847,45.880018,30 BOULEVARD DE COSTA DE BEAUREGARD 74010 ANNECY,99406b2c-d8d4-4ce3-ad90-88cc55f75939,74268,Seynod,
26 Boulevard Costa de Beauregard 74600 Annecy,0.7371890909090908,26,74010_3479_00026,26 Boulevard Costa de Beauregard,74600,74010,940255.36,6535898.44,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.72908,Boulevard Costa de Beauregard,6.098416,45.880327,26 BOULEVARD DE COSTA DE BEAUREGARD 74010 ANNECY,7b453b84-d8ed-49c6-bde5-0bdd8ef08cf9,74268,Seynod,
Avenue de France 74000 Annecy,0.6769358441558441,,74010_0940,Avenue de France,74000,74010,942912.75,6539791.7,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",street,0.76058,Avenue de France,6.134643,45.914414,33 Q AVENUE DE FRANCE 74010 ANNECY,b0a8fc7c-a10b-42d5-acf5-864b796c781b,74010,Annecy,
5 Rue de Frontenex 74000 Annecy,0.7744863636363636,5,74010_1000_00005,5 Rue de Frontenex,74000,74010,942145.97,6539818.19,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64435,Rue de Frontenex,6.124772,45.914926,5 RUE DE FRONTENEX 74010 ANNECY,f503a34f-28d6-4c26-9392-15a8b9289331,74010,Annecy,
89 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,89,74010_1090_00089,89 Avenue de Genève (Annecy),74600,74010,942048.48,6540121.63,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.12367,45.917691,89 AVENUE DE GENEVE 74010 ANNECY,a1f26aad-40fb-4135-9f11-9896ba1221dd,74010,Annecy,
77 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,77,74010_1090_00077,77 Avenue de Genève (Annecy),74600,74010,942057.94,6539862.83,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.12366,45.915359,77 AVENUE DE GENEVE 74010 ANNECY,ed9e9ce7-7de5-41b0-9735-769e9303d2ff,74010,Annecy,
53 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,53,74010_1090_00053,53 Avenue de Genève (Annecy),74600,74010,942070.45,6539525.36,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.123649,45.912318,53 AVENUE DE GENEVE 74010 ANNECY,0ad8ce62-b818-484c-917d-b8f43ef5c59f,74010,Annecy,
49 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,49,74010_1090_00049,49 Avenue de Genève (Annecy),74600,74010,942071.74,6539494.73,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.12365,45.912042,49 AVENUE DE GENEVE 74010 ANNECY,fa0dadde-bd50-48ab-a15a-09b88b875482,74010,Annecy,
43 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,43,74010_1090_00043,43 Avenue de Genève (Annecy),74600,74010,942075.92,6539351.87,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.123631,45.910755,43 AVENUE DE GENEVE 74010 ANNECY,4a4dd8ef-e9c6-4e69-b8a4-0ca52487c79c,74010,Annecy,
24 Avenue de Genève (Annecy) 74600 Annecy,0.7303613196480938,24,74010_1090_00024,24 Avenue de Genève (Annecy),74600,74010,942096.74,6539480.5,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.77591,Avenue de Genève (Annecy),6.123965,45.911905,24 AVENUE DE GENEVE 74010 ANNECY,d00f3c33-9d71-47c3-b0c1-bd44ac431893,74010,Annecy,
9 Avenue de Gevrier 74960 Annecy,0.7297022459893048,9,74010_2888_00009,9 Avenue de Gevrier,74960,74010,940637.52,6538537.93,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.61496,Avenue de Gevrier,6.104677,45.903942,9 AVENUE DE GEVRIER 74010 ANNECY,dd5171ee-c9c3-4796-b0bc-66e922838fad,74093,Cran-Gevrier,
6 Chemin de l'Abbaye 74940 Annecy,0.7870496791443848,6,74010_2571_00006,6 Chemin de l'Abbaye,74940,74010,943255.41,6539978.69,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71637,Chemin de l'Abbaye,6.139156,45.915974,6 CHEMIN DE L ABBAYE 74010 ANNECY,08ca0c0d-ac30-4766-9b2e-a49c7f3ee286,74011,Annecy-le-Vieux,
Rue de la Crête (Annecy) 74600 Annecy,0.6301627272727273,,74010_0672,Rue de la Crête (Annecy),74600,74010,941282.61,6539685.94,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",street,0.63179,Rue de la Crête (Annecy),6.113575,45.914043,38 RUE DE LA CRETE 74010 ANNECY,c6c07663-56e7-4fda-b566-2e8adab1622e,74010,Annecy,address
17 Rue de la Gare 74000 Annecy,0.7748172434017596,17,74010_1050_00017,17 Rue de la Gare,74000,74010,941942.39,6538184.98,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68428,Rue de la Gare,6.121315,45.900303,17 RUE DE LA GARE 74010 ANNECY,fb2c414a-bbc3-4afc-ab10-042e0eea40d1,74010,Annecy,
5 Rue de la Gare 74000 Annecy,0.7712981818181818,5,74010_1050_00005,5 Rue de la Gare,74000,74010,941997.42,6538031.67,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.68428,Rue de la Gare,6.121946,45.898904,5 RUE DE LA GARE 74010 ANNECY,173ac350-ca47-4f68-8d8c-beb334d0de89,74010,Annecy,
5 Rue de la Lathardaz 74960 Annecy,0.7427172727272726,5,74010_3071_00005,5 Rue de la Lathardaz,74960,74010,939626.54,6539589.6,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue de la Lathardaz,6.092178,45.913762,5 RUE DE LA LATHARDAZ 74010 ANNECY,ad291b72-a87a-4989-a800-af3700dc41f9,74182,Meythet,
2a Rue de la Lathardaz 74960 Annecy,0.6902697202797202,2a,74010_3071_00002_a,2a Rue de la Lathardaz,74960,74010,939613.68,6539607.1,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue de la Lathardaz,6.092021,45.913924,2 A RUE DE LA LATHARDAZ 74010 ANNECY,3d1e7dfe-df8a-446b-ba7c-a1da793748c7,74182,Meythet,address
6 Rue de la Louvatière 74960 Annecy,0.7453891400491399,6,74010_2906_00006,6 Rue de la Louvatière,74960,74010,940108.36,6538626.94,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Rue de la Louvatière,6.097902,45.90493,6 RUE DE LA LOUVATIERE 74010 ANNECY,8e221ed3-068c-4811-8ff5-d59e8bbe0113,74093,Cran-Gevrier,
20 Avenue de la Mandallaz 74000 Annecy,0.795993916083916,20,74010_1540_00020,20 Avenue de la Mandallaz,74000,74010,941487.08,6538047.29,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.67901,Avenue de la Mandallaz,6.115377,45.899226,20 AVENUE DE LA MANDALLAZ 74010 ANNECY,140dd632-efb2-4d52-a4ea-82a0d04f8c66,74010,Annecy,
Avenue de la Mavéria (Annecy) 74600 Annecy,0.6729167532467532,,74010_1610,Avenue de la Mavéria (Annecy),74600,74010,943426.76,6539269.45,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",street,0.71637,Avenue de la Mavéria (Annecy),6.141001,45.909531,66 AVENUE DE LA MAVERIA 74010 ANNECY,ce4c2047-dab1-4933-a2fe-34ca94cc165b,74010,Annecy,
Avenue de la Mavéria (Annecy) 74600 Annecy,0.6729167532467532,,74010_1610,Avenue de la Mavéria (Annecy),74600,74010,943426.76,6539269.45,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",street,0.71637,Avenue de la Mavéria (Annecy),6.141001,45.909531,52 AVENUE DE LA MAVERIA 74010 ANNECY,ce4c2047-dab1-4933-a2fe-34ca94cc165b,74010,Annecy,
27 Avenue de la Mavéria (Annecy) 74600 Annecy,0.7430466233766233,27,74010_1610_00027,27 Avenue de la Mavéria (Annecy),74600,74010,943604.27,6539074.46,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71637,Avenue de la Mavéria (Annecy),6.143189,45.907713,27 AVENUE DE LA MAVERIA 74010 ANNECY,43f3918d-91a4-4376-92d0-11ec8d871d77,74010,Annecy,address
Avenue de la Mavéria (Annecy) 74600 Annecy,0.6729167532467532,,74010_1610,Avenue de la Mavéria (Annecy),74600,74010,943426.76,6539269.45,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",street,0.71637,Avenue de la Mavéria (Annecy),6.141001,45.909531,12 AVENUE DE LA MAVERIA 74010 ANNECY,ce4c2047-dab1-4933-a2fe-34ca94cc165b,74010,Annecy,
51bis Avenue de la Mavéria (Annecy) 74600 Annecy,0.6400631203931204,51bis,74010_1610_00051_bis,51bis Avenue de la Mavéria (Annecy),74600,74010,943322.93,6539334.55,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71637,Avenue de la Mavéria (Annecy),6.139696,45.910154,51 B AVENUE DE LA MAVERIA 74010 ANNECY,ada93d63-6900-4873-b53f-d76ca4f8ef0e,74010,Annecy,
6 Rue de la Minoterie 74940 Annecy,0.7888744155844155,6,74010_2821_00006,6 Rue de la Minoterie,74940,74010,941984.23,6541542.97,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70619,Rue de la Minoterie,6.123567,45.930503,6 RUE DE LA MINOTERIE 74010 ANNECY,054dee7f-1871-451c-b427-46a680bd828e,74011,Annecy-le-Vieux,
2 Rue de la Minoterie 74940 Annecy,0.7888744155844155,2,74010_2821_00002,2 Rue de la Minoterie,74940,74010,942012.21,6541563.09,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70619,Rue de la Minoterie,6.123938,45.930674,2 RUE DE LA MINOTERIE 74010 ANNECY,56c97037-faef-4c96-8a58-9170d8249d5e,74011,Annecy-le-Vieux,address
1 Rue de la Minoterie 74940 Annecy,0.7888744155844155,1,74010_2821_00001,1 Rue de la Minoterie,74940,74010,941964.22,6541490.06,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70619,Rue de la Minoterie,6.123282,45.930034,1 RUE DE LA MINOTERIE 74010 ANNECY,a0dc3d22-dd4c-49bd-ba94-bb4724bc3786,74011,Annecy-le-Vieux,
22bis Rue de la Paix 74000 Annecy,0.6596604132231404,22bis,74010_1790_00022_bis,22bis Rue de la Paix,74000,74010,942494.65,6538613.27,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71081,Rue de la Paix,6.128651,45.90396,22 B RUE DE LA PAIX 74010 ANNECY,57e84099-47d3-4ac3-ae15-214c5e29bb18,74010,Annecy,
49 Avenue de la Plaine 74000 Annecy,0.7942399999999998,49,74010_1910_00049,49 Avenue de la Plaine,74000,74010,942239.29,6540274.55,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73664,Avenue de la Plaine,6.126208,45.918999,49 AVENUE DE LA PLAINE 74010 ANNECY,bbdb1506-4fb1-4fa5-82ec-3b3a9d07eeca,74010,Annecy,
30bis Avenue de la Plaine 74000 Annecy,0.6913691866028707,30bis,74010_1910_00030_bis,30bis Avenue de la Plaine,74000,74010,942715.63,6539348.21,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73664,Avenue de la Plaine,6.131875,45.910494,30 B AVENUE DE LA PLAINE 74010 ANNECY,38de6f7c-8e08-4269-a387-7add286d4f36,74010,Annecy,
66 Avenue de la République 74960 Annecy,0.7649097117516629,66,74010_2940_00066,66 Avenue de la République,74960,74010,940219.86,6538986.51,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73108,Avenue de la République,6.099521,45.908126,66 AVENUE DE LA REPUBLIQUE 74010 ANNECY,84827865-6932-47e3-9b67-b1cd39761164,74093,Cran-Gevrier,
4 Avenue de la République 74960 Annecy,0.7619163636363635,4,74010_2940_00004,4 Avenue de la République,74960,74010,941323.03,6538856.01,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73108,Avenue de la République,6.113674,45.906561,4 AVENUE DE LA REPUBLIQUE 74010 ANNECY,0c1d1dbe-c806-4792-85ab-ee70be65bec6,74093,Cran-Gevrier,
2 Avenue de la République 74960 Annecy,0.7619163636363635,2,74010_2940_00002,2 Avenue de la République,74960,74010,941341.24,6538852.72,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73108,Avenue de la République,6.113907,45.906525,2 AVENUE DE LA REPUBLIQUE 74010 ANNECY,5ca0cdf5-d054-493e-8b02-ce097df62dd1,74093,Cran-Gevrier,
7bis Avenue de la République 74960 Annecy,0.6898384415584414,7bis,74010_2940_00007_bis,7bis Avenue de la République,74960,74010,941101.82,6538874.18,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73108,Avenue de la République,6.110832,45.906803,7 B AVENUE DE LA REPUBLIQUE 74010 ANNECY,ee87f2e8-21ca-4b35-950c-afc2592d1011,74093,Cran-Gevrier,
10 boulevard de la Rocade 74000 Annecy,0.7983157342657342,10,74010_2100_00010,10 boulevard de la Rocade,74000,74010,941848.85,6539394.89,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.70455,boulevard de la Rocade,6.120726,45.911223,10 BOULEVARD DE LA ROCADE 74010 ANNECY,cfcdc982-4a98-4524-864a-ca33057592e8,74010,Annecy,
4 Rue de la Solidarité 74000 Annecy,0.7875218181818181,4,74010_2300_00004,4 Rue de la Solidarité,74000,74010,941559.23,6539670.29,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66274,Rue de la Solidarité,6.117133,45.913804,4 RUE DE LA SOLIDARITE 74010 ANNECY,85e5230b-5a13-49dd-989c-bfcca0358420,74010,Annecy,
23 Avenue de Loverchy 74000 Annecy,0.7916425974025973,23,74010_1500_00023,23 Avenue de Loverchy,74000,74010,941957.48,6537793.81,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.73664,Avenue de Loverchy,6.12131,45.896778,23 AVENUE DE LOVERCHY 74010 ANNECY,891fa087-5075-46d2-ac66-ce53dd2a0e35,74010,Annecy,
7 Rue de Millemoux 74960 Annecy,0.7300069421487604,7,74010_2911_00007,7 Rue de Millemoux,74960,74010,940424.91,6538317.3,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66644,Rue de Millemoux,6.101825,45.902032,7 RUE DE MILLEMOUX 74010 ANNECY,14abf69e-575d-4a60-ad93-ba6803e6491b,74093,Cran-Gevrier,
3 Rue de Narvik 74000 Annecy,0.7690655172413793,3,74010_1720_00003,3 Rue de Narvik,74000,74010,941762.51,6538799.9,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.7011,Rue de Narvik,6.11931,45.9059,3 RUE DE NARVIK 74010 ANNECY,ad883d20-669d-429d-ae7e-6955a747a9bb,74010,Annecy,address
8 Route de Rumilly 74960 Annecy,0.7284778512396693,8,74010_3089_00008,8 Route de Rumilly,74960,74010,939388.41,6539922.12,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64962,Route de Rumilly,6.089276,45.916838,8 ROUTE DE RUMILLY 74010 ANNECY,326c244a-1aa6-4378-865f-b35ebe79fd86,74182,Meythet,address
6 Rue de Rumilly 74000 Annecy,0.7702836363636364,6,74010_2140_00006,6 Rue de Rumilly,74000,74010,941727.33,6538150.91,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.67312,Rue de Rumilly,6.118526,45.900073,6 RUE DE RUMILLY 74010 ANNECY,43bfad00-cb49-4fdd-8119-0108c1db5536,74010,Annecy,
6 Avenue de Thônes 74000 Annecy,0.7787518181818182,6,74010_2410_00006,6 Avenue de Thônes,74000,74010,943084.97,6539278.41,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69127,Avenue de Thônes,6.1366,45.909734,6 AVENUE DE THONES 74010 ANNECY,cdcd6cf2-d527-48da-ba82-ad051f0b9439,74010,Annecy,
14 Boulevard Decouz 74000 Annecy,0.7792573553719008,14,74010_0690_00014,14 Boulevard Decouz,74000,74010,942057.51,6538750.66,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66274,Boulevard Decouz,6.123087,45.905352,14 BOULEVARD DECOUZ 74010 ANNECY,318e519e-fa97-4a9d-a793-a32a26c2916c,74010,Annecy,
35 Rue des Alpins 74000 Annecy,0.7814472434017595,35,74010_0130_00035,35 Rue des Alpins,74000,74010,942129.48,6539791.87,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.75721,Rue des Alpins,6.124546,45.914695,35 RUE DES ALPINS 74010 ANNECY,c7aecd4a-f0dd-4cd6-ad87-697448f448a4,74010,Annecy,
12 Rue des Aravis 74000 Annecy,0.7735090615835777,12,74010_0200_00012,12 Rue des Aravis,74000,74010,942789.8,6539736.91,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue des Aravis,6.13303,45.913965,12 RUE DES ARAVIS 74010 ANNECY,776a70a4-ceeb-4b25-97cd-437db953829e,74010,Annecy,
6 Rue des Aravis 74000 Annecy,0.76999,6,74010_0200_00006,6 Rue des Aravis,74000,74010,942740.99,6539702.19,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66989,Rue des Aravis,6.132383,45.91367,6 RUE DES ARAVIS 74010 ANNECY,60ce47ef-52c5-48ce-9719-af2de3fef317,74010,Annecy,
34 Faubourg des Balmettes 74000 Annecy,0.7993902797202797,34,74010_0250_00034,34 Faubourg des Balmettes,74000,74010,942145.4,6537114.09,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.71637,Faubourg des Balmettes,6.123385,45.890595,34 FAUBOURG DES BALMETTES 74010 ANNECY,a16b17c4-5d9d-4cc2-a348-1f6506f5826e,74010,Annecy,
8 Rue des Campanes 74960 Annecy,0.7293069421487604,8,74010_2853_00008,8 Rue des Campanes,74960,74010,940712.33,6537744.81,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Rue des Campanes,6.105239,45.896779,8 RUE DES CAMPANES 74010 ANNECY,5bfdcfb4-326e-4526-978c-c8b510367610,74093,Cran-Gevrier,address
4 Rue des Campanes 74960 Annecy,0.7293069421487604,4,74010_2853_00004,4 Rue des Campanes,74960,74010,940661.9,6537710.82,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.65874,Rue des Campanes,6.104572,45.896491,4 RUE DES CAMPANES 74010 ANNECY,beca1ffa-eb76-4e4d-9e58-ea0b745a499c,74093,Cran-Gevrier,
17 Rue des Clarines 74940 Annecy,0.7780646280991734,17,74010_2625_00017,17 Rue des Clarines,74940,74010,943343.52,6539934.07,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.64962,Rue des Clarines,6.140269,45.915541,17 RUE DES CLARINES 74010 ANNECY,948efcf1-b18d-4941-919b-4c84a85e9934,74011,Annecy-le-Vieux,
8 Rue des Cols Verts 74600 Annecy,0.7385075324675325,8,74010_6mi2ys_00008,8 Rue des Cols Verts,74600,74010,943992.43,6539449.8,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66644,Rue des Cols Verts,6.148385,45.910951,8 RUE DES COLS VERTS 74010 ANNECY,3b63f084-253c-4aef-a6a6-770fafd6700a,74011,Annecy-le-Vieux,
1bis Rue des Cols Verts 74600 Annecy,0.6576370515970515,1bis,74010_6mi2ys_00001_bis,1bis Rue des Cols Verts,74600,74010,943900.76,6539322.67,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.66644,Rue des Cols Verts,6.147138,45.90984,1 B RUE DES COLS VERTS 74010 ANNECY,c432c54c-2374-4849-8546-d8629da690d9,74011,Annecy-le-Vieux,
12 Allée des Ducs de Savoie (Seynod) 74600 Annecy,0.6591549907235621,12,74010_3448_00012,12 Allée des Ducs de Savoie (Seynod),74600,74010,941575.62,6537589.24,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.63846,Allée des Ducs de Savoie (Seynod),6.116285,45.895073,12 ALLEE DES DUCS DE SAVOIE 74010 ANNECY,6cd5d593-7e85-453d-9223-2553152c6ec3,74268,Seynod,
29 Rue des Écureuils 74940 Annecy,0.7851460427807486,29,74010_2645_00029,29 Rue des Écureuils,74940,74010,944156.75,6539331.11,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69543,Rue des Écureuils,6.150442,45.909824,29 RUE DES ECUREUILS 74010 ANNECY,4df4b3ef-14aa-47a6-8d91-63e1863eee10,74011,Annecy-le-Vieux,
13 Chemin des Fins Sud 74000 Annecy,0.7901154545454545,13,74010_0902_00013,13 Chemin des Fins Sud,74000,74010,942025.4,6539246.29,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.69127,Chemin des Fins Sud,6.122926,45.909823,13 CHEMIN DES FINS SUD 74010 ANNECY,15c1147b-06d1-4643-92ca-69014dbd1a1f,74010,Annecy,
1 Rue des Foulques 74940 Annecy,0.7694927272727272,1,74010_2651_00001,1 Rue des Foulques,74940,74010,943930.38,6539136.25,Annecy,"74, Haute-Savoie, Auvergne-Rhône-Alpes",housenumber,0.58942,Rue des Foulques,6.147424,45.908152,1 RUE DES FOULQUES 74010 ANNECY,d72351d5-f658-4df0-b33e-ac2186bf1bf1,74011,Annecy-le-Vieux,
